ID,,,,,,,gender,age,college,white,knowledge_counter,extraversion,agreeable,consecientious,emotionally_stable,open_new_experiences,political_interest,strong_partisan,percent_other_party_exposure,democrat,sevenpoint_ideology,regionMidwest,regionSouth,regionWest,,republican,,,,displayCondition,chatID_full,,,,,,
287,-0.012260533,0.005,-0.006666667,0.015,0,0,1,35,0,1,3,4.5,2,1.5,3,2.5,4,1,0,1,1,FALSE,FALSE,TRUE,-0.852976171,0,FALSE,1,1,CORRECT,8R8TitAlUGi3pkz9cdti,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
289,0.006811407,0.004259259,-0.003333333,0.035,0.133333333,-0.111111111,2,33,1,1,3,1.5,1,3.5,1.5,1,4,1,6,1,1,TRUE,FALSE,FALSE,3.328176839,0,FALSE,1,1,CORRECT,8fYXQRyrQMxtIz0t8uIa,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
290,0.004086844,-0.099444444,0.1,-0.365,0.1,-0.166666667,2,38,0,1,1,7,3,7,7,4,4,1,30,1,4,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,1,1,CORRECT,AuLc4ckZGUQ32mCoMZRf,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
294,-0.527202907,-0.015,-0.056666667,0.055,-0.066666667,0.166666667,1,40,1,1,2,2.5,3.5,2,3,4.5,4,0,50,1,2,TRUE,FALSE,FALSE,0.949240852,0,FALSE,0,1,CORRECT,7lEtlHZ1fL15c4jtGZ4m,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
298,0.348744042,0.010740741,0.036666667,0.01,-0.133333333,0.111111111,1,56,0,1,3,4,3,2.5,2.5,2.5,3,0,50,0,6,TRUE,FALSE,FALSE,0.300440129,1,FALSE,0,1,INCORRECT,QtiN7vFE4OsiR0FU8yLg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
304,1.464452519,0.089074074,0.11,0.145,-0.066666667,-0.055555556,2,40,0,1,1,6,4,3.5,4.5,3.5,4,1,60,1,1,FALSE,FALSE,FALSE,-0.348360595,0,FALSE,0,1,INCORRECT,FJIFZlkzrLZmKxq09WLB,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
310,-0.550361691,-0.038148148,-0.036666667,-0.02,0.066666667,0.027777778,2,57,0,1,3,5,3.5,4.5,3.5,5,4,1,10,1,2,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,CORRECT,3YGvarP0DjJJfguWwmeo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
314,-0.664793329,-0.073703704,-0.016666667,-0.11,0,0.111111111,2,62,0,1,3,2.5,2.5,1,2.5,3,4,0,45,1,2,FALSE,TRUE,FALSE,6.21174282,0,FALSE,1,1,NONE,61zwanGK6NA13oP4m6Ux,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
315,-0.589867852,-0.043518519,-0.036666667,0.225,0.3,0.055555556,2,66,0,0,1,4,4,3,3,3.5,3,1,1,1,4,FALSE,TRUE,FALSE,-0.060004718,0,FALSE,1,1,INCORRECT,B4R8svqvsTozBl7Gcrre,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
322,0.538101158,0.046481481,0.026666667,0.045,-0.066666667,-0.027777778,1,56,0,1,3,3.5,3.5,4,3,3,4,0,1,1,2,TRUE,FALSE,FALSE,0.949240852,0,FALSE,0,1,INCORRECT,YuCwLAMnGQSdkGSTGRXJ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
323,-0.336483509,0.050925926,-0.096666667,0.025,-0.016666667,-0.111111111,1,53,0,1,3,3.5,3,2.5,3,4,4,0,20,1,3,FALSE,FALSE,TRUE,0.300440129,0,FALSE,1,1,INCORRECT,59wCSX2187aSR2Vla7oB,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
325,0.583056445,-0.000741,0.08,0.02,0.133333333,-0.111111111,1,58,0,0,3,1,3,2,2.5,2,4,0,20,1,2,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,LiEUqxb2LJz65sb89STr,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
326,-1.596593816,-0.165925926,-0.051111111,-0.17,0.216666667,0.111111111,2,37,1,1,2,5,2.5,3,4.5,3,3,1,25,1,2,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,NONE,537GZjemkf90774zf2ll,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
329,-1.059854939,-0.060740741,-0.083333333,-0.01,0.116666667,0.055555556,2,59,0,1,2,3.5,1,1,2.5,2,4,1,20,0,7,FALSE,FALSE,TRUE,2.2468423,1,FALSE,0,1,INCORRECT,HwIHjxo5b1NTCS4P3oNS,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
333,0.256108906,0.024814815,0.01,-0.07,-0.2,0.055555556,2,39,0,1,1,6.5,3.5,4.5,6.5,3,4,1,20,1,2,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,NONE,9v5S0a6UzWu7CeCKuSgh,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
337,-0.16347377,0.037777778,-0.06,0.03,0,-0.083333333,2,64,0,0,1,3,1.5,3,1.5,2,4,1,40,0,4,FALSE,FALSE,TRUE,-0.636716472,1,FALSE,0,1,NONE,TyDm4HBGh5SarfAIQo39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
341,-0.637547701,-0.01,-0.076666667,0.02,0.133333333,-0.083333333,1,39,1,1,3,3,2.5,1,2,3,4,0,50,1,3,TRUE,FALSE,FALSE,0.949240852,0,FALSE,1,1,NONE,6Ql5aZdKy12KC3ywb7jR,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
343,0.205704493,0.011296296,0.016666667,-0.005,-0.066666667,0.027777778,2,37,1,0,3,7,1,3,3.5,1,4,1,20,1,2,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,NONE,Qq4ISWRE6kNENoleO0M3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
347,0.183907991,-0.011666667,0.036666667,0.065,0.016666667,0.083333333,1,62,0,1,3,5,3,2.5,2.5,3.5,4,1,40,0,7,TRUE,FALSE,FALSE,-0.997168528,1,TRUE,1,1,CORRECT,3YGvarP0DjJJfguWwmeo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
355,-0.87730923,0.110740741,-0.23,0.26,0.066666667,-0.138888889,2,59,0,1,2,5,3,3,4.5,3,3,1,,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,0,1,INCORRECT,A7LFbHbI6Qc610MYVVSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
357,0.415495831,-0.013518519,0.07,0.015,0,0.055555556,2,34,1,1,3,1,1,2,2,2,3,0,30,1,4,FALSE,TRUE,FALSE,0.588796006,0,FALSE,1,1,INCORRECT,3Ui1Q4fRapLmW2QOGm5a,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
360,0.591230133,0.08037037,0,0.43,0.133333333,0.055555556,2,36,1,1,2,3,2,2,1,2,3,0,40,0,4,FALSE,FALSE,TRUE,-0.997168528,1,TRUE,1,1,CORRECT,NsCvCwQY4Gv3DhRLFr51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
363,-0.238399247,-0.032407407,0,0.025,0.15,-0.027777778,2,67,0,1,2,6,1.5,1,2,3.5,4,1,,1,4,FALSE,TRUE,FALSE,-0.204182657,0,FALSE,1,1,NONE,6VKmTQWXHXsgqyqBBgre,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
370,-0.926351361,-0.049259259,-0.076666667,-0.12,0,0.027777778,2,59,1,0,1,5,1.5,1,1.5,3.5,4,1,15,1,4,FALSE,TRUE,FALSE,-0.060004718,0,FALSE,1,1,INCORRECT,4DOMZ1Gb91Uqr9xNpKoC,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
373,0.449552866,0.071111111,-0.01,0.13,0,-0.083333333,2,33,0,1,1,1,3.5,1,5,1,3,0,50,0,4,FALSE,FALSE,FALSE,0.084173221,1,FALSE,1,1,INCORRECT,3Ui1Q4fRapLmW2QOGm5a,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
376,-1.730097394,-0.218518519,-0.016666667,-0.15,0.283333333,0.222222222,2,56,0,1,0,4,4,4,4,4,4,1,,1,7,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,NONE,4ibzP75dXf2mS5AUMy1u,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
377,-0.158024644,0.038518519,-0.06,0.16,-0.066666667,0.111111111,2,40,1,0,2,4,3.5,3,3,3.5,4,0,20,0,2,FALSE,FALSE,TRUE,0.084173221,1,FALSE,1,1,NONE,61zwanGK6NA13oP4m6Ux,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
379,-0.273818564,-0.037222222,0,0.155,0.266666667,0,2,56,0,1,3,2.5,1,1,3,1.5,4,0,50,1,2,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,1,1,NONE,EAelxJLtYGjvedreBFcj,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
385,0.45363971,0.038333333,0.023333333,0.315,0.2,0,2,64,0,1,2,3.5,1.5,4,4,3,3,1,35,1,4,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,1,CORRECT,1UUd8RxyEdhyFLvvEv6p,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
388,0.687952113,0.043518519,0.05,-0.225,-0.3,-0.055555556,2,38,0,1,3,5.5,2,2,3,1.5,4,0,35,1,4,FALSE,FALSE,TRUE,-0.492538534,0,FALSE,1,1,INCORRECT,DYpQTC3ceabkPuuo9PE2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
390,-0.904554858,-0.072962963,-0.05,-0.03,0.133333333,0.055555556,2,32,0,1,2,7,2.5,1.5,2.5,4,4,1,50,1,4,FALSE,FALSE,FALSE,-0.348360595,0,FALSE,1,1,CORRECT,DRSDvIJqanoYS2qDZuAg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
392,1.538015715,0.095740741,0.113333333,0.165,0.266666667,-0.388888889,1,39,0,1,3,6.5,5.5,1,3.5,2.5,4,0,80,1,2,FALSE,FALSE,TRUE,0.949240852,0,FALSE,1,1,INCORRECT,K1EUKXMNQ77QqS5lQD0n,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
393,0.03814388,-0.031481481,0.036666667,0,0.066666667,0.027777778,2,42,1,1,1,5,2,1,4.5,2.5,2,1,20,1,2,FALSE,FALSE,FALSE,-0.204182657,0,FALSE,1,1,INCORRECT,8Lifukm8yFJ0gPL2Kb2j,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
396,1.043507562,-0.004814815,0.146666667,-0.12,-0.216666667,0.111111111,2,37,1,0,1,4,3.5,2,2,4,3,1,0,1,2,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,1,1,NONE,2gBvwZRDe51Ae73eDabo,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
398,-1.111621633,-0.017777778,-0.133333333,0.03,0.083333333,0,1,31,1,1,3,6,3.5,4,4,4,4,1,5,1,1,FALSE,FALSE,TRUE,-0.997168528,0,TRUE,1,1,INCORRECT,4CqVn4lpkARh2R98AfSq,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
400,0.875946948,-0.000926,0.12,-0.025,-0.133333333,0.111111111,2,73,0,1,2,2,1,3,2,2.5,4,0,20,1,4,FALSE,FALSE,TRUE,0.949240852,0,FALSE,0,1,NONE,NhY3YYHs22VLeko5aKQy,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
401,-0.183907991,-0.125,0.1,0.025,0.4,0,1,51,1,0,3,2,2,1.5,2,1.5,4,0,50,0,6,FALSE,FALSE,TRUE,0.588796006,1,FALSE,1,1,NONE,537GZjemkf90774zf2ll,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
402,0.133503578,-0.028518519,0.046666667,-0.03,0,0.055555556,2,74,0,1,2,4.5,1.5,3.5,2,2,2,0,50,0,6,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,0,1,INCORRECT,OGhOg5XCspTGwI1Dxcc6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
403,0.148488674,0.106851852,-0.086666667,0.165,-0.016666667,-0.138888889,2,35,1,1,1,5,4,4.5,5.5,1,3,0,30,1,1,FALSE,TRUE,FALSE,-0.348360595,0,FALSE,1,1,CORRECT,BT6W7D0AJcDAcuYbHBR9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
406,-1.077564597,-0.136481481,-0.01,-0.165,0.133333333,0.111111111,1,54,1,0,3,3.5,2.5,3.5,2,3.5,4,0,50,0,7,FALSE,TRUE,FALSE,-0.997168528,1,TRUE,0,1,INCORRECT,YuCwLAMnGQSdkGSTGRXJ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
416,0.523116062,-0.035555556,0.106666667,0.01,-0.133333333,0.25,2,74,0,1,1,2,2,1,1,2,4,0,30,0,6,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,1,1,CORRECT,3Yx3iXlzkWeonav0PAkd,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
421,1.433120046,0.128148148,0.066666667,0.14,-0.216666667,-0.027777778,1,35,0,1,3,6,2,2,4.5,2,4,0,2,1,1,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,1,1,CORRECT,716E3M7YEFdWy0KNE8jO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
423,1.053043532,0.076481481,0.066666667,0.285,0,0.055555556,1,72,0,1,2,5,1,4,1,2,4,0,25,0,5,FALSE,FALSE,TRUE,-0.780894411,1,FALSE,1,1,NONE,FPVXNjjNtQf1oTTlbVHg,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
426,0.253384343,0.084444444,-0.05,-0.13,-0.133333333,-0.25,1,31,0,0,1,6.5,4.5,2,3.5,1.5,4,1,50,1,2,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,1,1,CORRECT,Fj0art1OiNZNpfuhdkvX,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
427,0.957683833,0.040185185,0.09,0.015,-0.133333333,0.027777778,2,51,0,1,2,4.5,1,1,2.5,3,1,0,30,0,4,FALSE,FALSE,FALSE,-0.348360595,1,FALSE,1,1,INCORRECT,Cpv6PG3tLKcFADqGxoam,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
433,0.557173098,0.069074074,0.006666667,0.185,-0.133333333,0.111111111,1,38,1,0,2,6.5,3,4.5,2.5,5,4,1,10,1,2,FALSE,TRUE,FALSE,0.300440129,0,FALSE,0,1,INCORRECT,A7LFbHbI6Qc610MYVVSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
434,0.33784579,0.012592593,0.033333333,0.06,0.133333333,-0.111111111,1,34,1,0,0,7,1,1.5,2,2,1,1,0,1,1,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,9v5QCHhvsq9T2dZyiDtb,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
437,0.702937209,-0.001111111,0.096666667,-0.02,0.066666667,-0.083333333,2,42,0,1,1,4,1,1,2,2,3,1,80,1,1,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,0,1,CORRECT,G5E7a8mRLmAGg7ItuVnG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
439,-0.720646867,0.022037037,-0.12,0.055,-0.066666667,0.055555556,1,41,0,1,1,5,2,2,4,2.5,3,1,0,0,4,FALSE,FALSE,TRUE,-0.852976171,1,FALSE,1,1,INCORRECT,59wCSX2187aSR2Vla7oB,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
442,-0.344657197,0.039814815,-0.086666667,0.075,0.066666667,-0.111111111,2,55,0,1,2,7,1.5,3.5,6,5,4,0,95,1,1,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,CORRECT,CTqV3pkL9hpRHTNp6Vxg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
443,-0.984929461,-0.097222222,-0.036666667,-0.125,0,0.166666667,2,24,1,0,3,7,1.5,3.5,5.5,2,4,1,3,1,1,FALSE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,3YjarzEURTCBl3uQvdf1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
448,0.532652032,0.069074074,0.003333333,0.085,-0.066666667,-0.055555556,2,24,1,1,1,4,1.5,1.5,1.5,2,3,1,30,1,1,TRUE,FALSE,FALSE,0.084173221,0,FALSE,0,1,CORRECT,4GLeGeUr3bx72Vhq1CbC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
449,-2.36219597,-0.091111111,-0.23,-0.14,0.216666667,-0.083333333,1,39,0,0,2,5.5,4.5,5,6,6.5,3,0,,1,4,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,1,1,INCORRECT,5Jqp8KACsIgqG7xlXVNK,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
451,0.224776433,-0.069444444,0.1,-0.075,0.133333333,0,1,44,0,0,2,2.5,5.5,4,4,2.5,4,1,50,1,1,FALSE,FALSE,TRUE,-0.492538534,0,FALSE,1,1,NONE,6GsjIjjjWncktavj9h8v,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
452,-0.24112381,0.097222222,-0.13,-0.025,-0.15,-0.166666667,2,32,1,0,2,4.5,6,1,4,1.5,4,0,30,1,4,FALSE,FALSE,FALSE,-0.997168528,0,TRUE,0,1,INCORRECT,HS6KlXzedIyOUnKKLy9d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
458,1.877223787,0.155185185,0.1,0.26,-0.233333333,0.027777778,2,62,0,1,3,4,3.5,2.5,3,4,4,1,2,0,6,TRUE,FALSE,FALSE,0.300440129,1,FALSE,1,1,INCORRECT,6oFzm43kHf0D1fUyajW4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
463,-0.450915148,-0.091296296,0.03,-0.035,0.266666667,-0.027777778,2,65,0,1,3,4.5,1,5,2,1.5,4,1,25,1,4,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,1,1,CORRECT,X4B4UohLh7cnqcyXQDuk,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
465,0.976755773,0.026111111,0.106666667,-0.005,-0.083333333,0,2,57,0,0,1,5,1,1,1,4,3,1,10,1,4,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,INCORRECT,A77BB1MqfuG8JxnqdAYD,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
468,1.023073341,0.012407407,0.126666667,0.065,0.083333333,-0.055555556,2,28,0,1,2,6.5,4,3,5.5,3.5,3,1,10,1,1,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,1,1,CORRECT,Ag13BusUc2gLj1GNMQIs,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
474,-0.547637128,-0.034444444,-0.04,-0.02,-0.083333333,0.166666667,1,33,0,1,3,2,4,5.5,5.5,1,4,1,50,1,2,FALSE,FALSE,FALSE,0.300440129,0,FALSE,0,1,NONE,NIhMEuUBO58AtVAgxhJn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
475,-0.187994835,0.041111111,-0.066666667,-0.01,-0.133333333,0,1,38,0,0,3,4.5,4.5,3.5,3.5,4,4,0,5,1,4,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,T2pZjh3FRVK1VfWRcgHg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
477,1.311877,0.158333333,0.02,0.175,-0.3,0,2,23,0,1,1,5.5,2.5,1,4,1.5,3,1,25,0,2,FALSE,FALSE,TRUE,-0.204182657,1,FALSE,1,1,CORRECT,3YjarzEURTCBl3uQvdf1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
478,0.193443961,0.01962963,0.006666667,-0.08,-0.083333333,-0.055555556,1,40,0,1,2,2,1,1,1,1,4,1,25,1,2,FALSE,FALSE,FALSE,-0.060004718,0,FALSE,1,1,NONE,8gJ8dEVMXe0F3EDphDZs,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
482,0.445466022,0.017222222,0.043333333,-0.065,-0.033333333,-0.083333333,1,35,0,1,3,6.5,4.5,1.5,1.5,4.5,4,0,5,0,6,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,NONE,4ibzP75dXf2mS5AUMy1u,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
485,-0.9454233,0.034814815,-0.163333333,0.01,-0.066666667,-0.027777778,1,62,0,1,1,3,1.5,1.5,1,1,4,1,20,0,4,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,1,1,INCORRECT,4DOMZ1Gb91Uqr9xNpKoC,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
489,-0.367815981,-0.083333333,0.033333333,0,0,0.25,1,63,0,1,1,5.5,4,2.5,2,3,4,0,33,0,5,FALSE,FALSE,FALSE,0.949240852,1,FALSE,1,1,NONE,WE3G5AvhsAnaJGM1fEHu,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
494,0.262920313,-0.030925926,0.066666667,0.035,0.1,0.027777778,2,30,1,0,2,3.5,2,2,1,1,4,1,20,0,7,TRUE,FALSE,FALSE,0.084173221,1,FALSE,0,1,NONE,NIhMEuUBO58AtVAgxhJn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
500,0.806470596,0.162962963,-0.053333333,0,-0.433333333,-0.055555556,1,29,1,0,3,5,5,6,7,2,4,1,95,0,7,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,1,1,CORRECT,BnMkUHt4WGhNl4rGsC8b,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
502,-0.728820556,-0.015740741,-0.083333333,0.025,-0.15,0.222222222,2,71,0,1,3,5,3,2,2,3,4,0,0,0,6,FALSE,FALSE,FALSE,-0.780894411,1,FALSE,1,1,NONE,Qq4ISWRE6kNENoleO0M3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
506,-0.318773851,-0.09,0.046666667,-0.17,-0.066666667,0.166666667,2,55,1,1,1,5,3,1.5,2.5,1,4,1,,0,7,FALSE,TRUE,FALSE,0.084173221,1,FALSE,1,1,CORRECT,58IZV9W4Fq7LVuKRko6r,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
507,-1.919454511,-0.187592593,-0.073333333,-0.285,0.25,0.027777778,2,78,0,1,2,4,3,1,2,5,4,1,25,0,6,TRUE,FALSE,FALSE,-0.997168528,1,TRUE,1,1,CORRECT,H4YRlnFtmvssIG7xqOBK,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
511,0.414133549,0.026296296,0.03,0.09,0.066666667,-0.055555556,2,45,0,1,1,6,1.5,1.5,1,3,4,1,10,0,6,TRUE,FALSE,FALSE,0.300440129,1,FALSE,1,1,NONE,8MAFmb2f7uKktG5xhhmp,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
513,-0.596679259,-0.051111111,-0.03,-0.07,0,0.083333333,1,63,0,1,3,3,4,4,4,5,3,0,50,0,5,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,CORRECT,GRBq1PPt1CnomSyWvMlc,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
514,-1.096636537,-0.089074074,-0.06,0.005,0.133333333,0.138888889,2,45,0,0,1,7,1,3,5,2,4,1,10,1,2,FALSE,FALSE,TRUE,1.525952607,0,FALSE,0,1,INCORRECT,6Li4l7U7ggWnm4K1Eqbe,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
516,1.788675495,0.183148148,0.06,0.255,-0.016666667,-0.277777778,1,60,0,1,3,5.5,2.5,3,1.5,2,3,0,10,0,4,FALSE,TRUE,FALSE,0.588796006,1,FALSE,1,1,CORRECT,JTDm8CwBHKgv2ifGBIqk,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
519,-2.224605547,-0.129074074,-0.173333333,-0.015,0.15,0.222222222,1,38,0,1,0,5,2,3.5,2.5,3,3,1,50,0,6,FALSE,TRUE,FALSE,-0.060004718,1,FALSE,0,1,INCORRECT,Js3CNEBPFKJgZRSprOvS,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
520,1.219241864,0.089074074,0.076666667,0.395,-0.066666667,0.194444444,2,41,0,0,0,4,4.5,3.5,6.5,4,2,1,30,1,3,FALSE,TRUE,FALSE,-0.060004718,0,FALSE,1,1,CORRECT,6ETbKio160v5N8juzx4c,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
521,-0.291528222,-0.046296296,0.006666667,-0.05,0.2,-0.111111111,1,63,0,1,3,6,4,1.5,3,5,3,1,5,0,7,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,0,1,CORRECT,9UkGxmgkRVVIvQnGclrE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
523,0.589867852,0.076851852,0.003333333,0.175,0,-0.055555556,2,32,0,1,1,1,1.5,1,3,3.5,3,1,25,0,6,FALSE,TRUE,FALSE,-0.780894411,1,FALSE,1,1,CORRECT,3uIGMPoHJmuGFFww7Evz,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
526,-1.164750608,0.045,-0.203333333,0.835,0.25,0.45,2,61,0,0,0,4.5,1.5,1,1,2.5,3,1,10,1,2,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,1,INCORRECT,KYmlqYZIIVUY7nClmtkN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
527,-1.063941783,-0.022407407,-0.122222222,0.055,0.066666667,0.055555556,1,56,0,0,2,4,3,2.5,3,4,3,0,40,0,5,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,0,1,NONE,TiQyY1B5MKPPC4jgh9mx,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
535,1.254661181,0.117222222,0.053333333,0.185,0,-0.166666667,2,70,0,1,1,4.5,1,1,1,2,3,0,5,0,6,FALSE,TRUE,FALSE,0.084173221,1,FALSE,1,1,INCORRECT,BVRJ2XqJKyo5cuiKQ6Vv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
540,0.220689589,0.015,,0.015,,,1,36,0,1,0,,,,,,,1,,0,,FALSE,FALSE,TRUE,-0.348360595,1,FALSE,1,1,INCORRECT,4CqVn4lpkARh2R98AfSq,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
543,-0.197530805,-0.026851852,0,-0.025,0,0.055555556,2,32,0,1,2,4.5,4,3,4,2.5,4,1,25,1,2,FALSE,FALSE,FALSE,0.300440129,0,FALSE,1,1,CORRECT,8trmzdoiCuILIl6EA21E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
546,0.055853538,0.007592593,0,0.095,0.266666667,-0.194444444,1,45,0,1,2,7,3.5,3.5,3.5,4,4,1,20,1,2,TRUE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,NONE,7weYiXR5rKD41fENGL5A,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
547,-1.536653434,-0.028888889,-0.18,-0.02,0.066666667,0,2,49,0,0,1,5,2.5,4,4,4,2,1,10,1,1,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,1,1,CORRECT,AMCvbSkXqCPx6rsp3FRw,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
550,1.014899652,0.03462963,0.103333333,0.065,0.1,-0.138888889,2,34,0,1,1,5,1,1,3,3,4,1,20,0,6,FALSE,FALSE,FALSE,1.525952607,1,FALSE,1,1,CORRECT,GwqC3ufIhQWSdCNFBIpv,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
